id;nome;latitude;longitude;logradouro;numero;complemento;bairro;cidade;cep;uf;contato;email;telefone
130;JACARÉ AUTOPEÇAS;-1.4169795;-48.4626365;AVENIDA DOUTOR FREITAS;1281;;PEDREIRA;BELÉM;66087810;PA;ALBERTO;alberto@jacareautopecas.com.br;9132544963
131;JACARÉ AUTOPEÇAS;-1.3494945;-48.4330181;RODOVIA MÁRIO COVAS;899;;COQUEIRO;ANANINDEUA;67115000;PA;TIAGO;alberto@jacareautopecas.com.br;9132544963
132;JACARÉ AUTOPEÇAS;-1.4548532;-48.4690648;AVENIDA JOSÉ BONIFÁCIO;890;;SÃO BRAZ;BELÉM;66063075;PA;ALBERTO LIMA;alberto@jacareautopecas.com.br;9132544963
133;JAIME AUTOPEÇAS;-22.1222009;-51.3823998;AVENIDA BRASIL;891;;CENTRO;PRESIDENTE PRUDENTE;19010031;SP;ELTON;jaimecarburadorespecas@hotmail.com;1821044666
134;MUTTAS AUTO E MOTO PEÇAS;-24.3134493;-47.0004107;AVENIDA PADRE LEONARDO NUNES;1218;1220;CENTRO;PERUÍBE;11750000;SP;CESAR;muttas@terra.com.br;1334533558
135;REAL PEÇAS E SERVIÇOS;-15.8401174;-48.1278029;QUADRA QUADRA 103 CONJUNTO B S/N LOTE;1;;BEIRA RIO II;SANTO ANTÔNIO DO DESCOBERTO;72900000;GO;RÔMULO;real.auto.sac@gmail.com;6136261271
136;TEO AUTOPEÇAS;-7.6585974;-35.3247110;RUA JOSÉ OTÁVIO MACIEL;63;;CENTRO;VICÊNCIA;55850000;PE;TEO;teo.autopecasvicencia@hotmail.com;8198529017
137;TEO PEÇAS E SERVIÇOS;-7.5568505;-35.4526624;RODOVIA PE 089;618;;DISTRITO INDUSTRIAL;MACAPARANA;55865000;PE;TEO;teo.autopecas@hotmail.com;8199523802
138;TEO AUTOPEÇAS;-7.5980127;-35.2339597;RODOVIA PE062 - 01;S/N;SALAS 01,02 E 03;CENTRO;ALIANÇA;55890000;PE;TEO;teo.autopecas@hotmail.com;8198527099
139;R A AUTOPEÇAS;-22.8886785;-49.6159886;AVENIDA CORONEL CLEMENTINO GONÇALVES;1210;;CHÁCARA PEIXE;SANTA CRUZ DO RIO PARDO;18900000;SP;MARILVIA;marilviahelena@hotmail.com;1433720773
140;TANAKA AUTOPEÇAS;-23.5939359;-46.7892551;AVENIDA GENERAL ASTRÚBAL DA CUNHA;764;;JARDIM ARPOADOR;SÃO PAULO;5565000;SP;LEANDRO;leandro.tanaka@tanakaautopecas.com.br;1137839090
141;RIO MAR AUTOPEÇAS;-9.7590786;-36.6569934;RUA SÃO FRANCISCO;1293;;OURO PRETO;ARAPIRACA;57301110;AL;REGINALDO;riomarcompras@hotmail.com;8235215942
142;ECONOMICAR AUTOPEÇAS;-22.0312727;-47.8853207;RUA FAGUNDES VARELA;459;;VILA MARCELINO;SÃO CARLOS;13570594;SP;MARCIO;economicarautopecas@terra.com.br;1633689153
143;ANDRÉ MOTOS;-23.6655998;-46.5189171;AVENIDA SANTOS DUMONT;295;;CASA BRANCA;SANTO ANDRÉ;9015330;SP;ANDRÉ;contato@andremotocenter.com.br;1144275576
144;JAPA AUTOPEÇAS;-23.4767977;-46.4264689;AVENIDA DOUTOR JOSÉ ARTUR NOVA;2472;;PARQUE PAULISTANO;SÃO PAULO;8090000;SP;ÊNIO;japaautopecas@gmail.com;1125858445
145;MANOEL AUTOPEÇAS;-9.5874664;-35.7645622;AVENIDA MACEIÓ;120;;TABULEIRO DOS MARTINS;MACEIÓ;57061110;AL;DANIEL;autodaniel1986@hotmail.com;8233241105
146;ZUM COMERCIO DE PEÇAS;-10.2473014;-48.3507275;AVENIDA 1007 SUL;S/N;CONJ. 01 LT 19;CENTRO;PALMAS;77018571;TO;DENILSON;zumautomotiva@gmail.com;6332174070
147;TKR AUTOPEÇAS;-23.5654776;-46.8027936;AVENIDA SARAH VELOSO;537;;VELOSO;OSASCO;6150000;SP;LUCIANO;corujatkr@hotmail.com;1136092511
148;MALACHIAS PEÇAS AUTOMOTIVAS;-21.8309851;-47.2504241;AVENIDA XV DE NOVEMBRO;1145;;CENTRO;SANTA CRUZ DAS PALMEIRAS;13650000;SP;LEVINO;malachias.dani.adm@gmail.com;1935658288
149;MENSAGEIRO AUTOPEÇAS BALSAMO;-20.6900957;-49.5483671;AVENIDA BRASIL;292;;CENTRO;BÁLSAMO;15140000;SP;RODRIGO;torcarautomotiva@hotmail.com;1732642100
150;SILAS AUTOPEÇAS;-18.9054063;-48.3204097;AVENIDA DOS TAROIS;101;LOJA 1, 2 E 3;TAIAMAN;UBERLÂNDIA;38415069;MG;SILAS;silasauto.pecas@yahoo.com.br;3432550202
151;AUTO MIX;-20.1341679;-44.8959906;AVENIDA PARANÁ;183;;CENTRO;DIVINÓPOLIS;35500031;MG;CARLO;carlo@automixmg.com.br;3732224666
152;MIX AUTOPEÇAS E ACESSÓRIOS;-20.0791804;-44.5804263;RUA JOVE SOARES;1228;;GRAÇAS;ITAÚNA;35680352;MG;CARLO;carlo@automixmg.com.br;3730740074
153;ROCHA AUTOPEÇAS;-22.9325291;-47.0428900;AVENIDA JORGE TIBIRIÇÁ;1077;;JARDIM DOS OLIVEIRAS;CAMPINAS;13044125;SP;SILVIO;rochalj03@rochaautopecas.com.br;1925124900
154;BICALHO AUTOPEÇAS;-21.1106563;-42.9571341;AVENIDA PADRE ARNALDO JASEN;485;B;SEMINÁRIO;UBÁ;36500000;MG;SÉRGIO;bicalho.ancora@gmail.com;3235395300
155;AUTOPEÇAS BICALHO;-20.7561451;-42.8800278;AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO;1510;;CENTRO;VIÇOSA;36576042;MG;SÉRGIO;bicalho.ancora@gmail.com;3138910300
156;LOPES OLIVEIRA AUTOPEÇAS;-23.4632196;-46.6727877;AVENIDA INAJAR DE SOUZA;5759;;JARDIM ONDINA;SÃO PAULO;2882160;SP;MIGUEL;lopeseoliveira@terra.com.br;1139861800
157;LOPES OLIVEIRA AUTOPEÇAS;-23.5701771;-46.7577052;AVENIDA RIO PEQUENO;1451;;RIO PEQUENO;SÃO PAULO;5379000;SP;ADELSON;lopeseoliveira@terra.com.br;1137668700
158;CALPEN PEÇAS AUTOMOTIVAS;-20.2565044;-42.0278596;AVENIDA DARIO GROSSI;94;;SÃO VICENTE;MANHUAÇU;36904-093;MG;JENNIFER;compras@calpen.com.br;3333393000
159;CAMINHONETE E CIA;-18.8946932;-48.2586619;AVENIDA FLORIANO PEIXOTO;3785;LOJA 03;BRASIL;UBERLÂNDIA;38400704;MG;ANDERSON;alan@caminhoneteecia.com.br;3432118500
160;AUTOPEÇAS 3R;-22.0255279;-47.8774140;AVENIDA COMENDADOR ALFREDO MAFFEI;3950;;JARDIM SÃO CARLOS;SÃO CARLOS;13561270;SP;PITER0;compras@roncoli.com.br;1633685258
161;JAICAR AUTOPEÇAS;-16.6712351;-49.3043740;AVENIDA DOM EMANOEL;321;;RODOVIÁRIO;GOIÂNIA;74430180;GO;ORLIX;jaicar@jaicar.com.br;6232310000
162;JAICAR AUTOPEÇAS;-16.6518341;-49.3110755;RUA ARACAJU;680;;VILA JOÃO VAZ;GOIÂNIA;74445020;GO;JOSÉ ANTONIO;jaicar@jaicar.com.br;6232310000
163;JAICAR AUTOPEÇAS;-16.7609461;-49.3450112;RODOVIA GO-040;S/N;QUADRA 70 LOTE 32;GARAVELO;GOIÂNIA;74930520;GO;LUIZ FELIPE;jaicar@jaicar.com.br;6232310000
164;JAICAR AUTOPEÇAS;-16.3709648;-49.4936248;AVENIDA BERNARDO SAYÃO;2522;;SUL SAMIL MIGUEL;INHUMAS;75402050;GO;DIEGO;jaicar@jaicar.com.br;6232310000
165;JAICAR AUTOPEÇAS;-16.8225566;-49.2473738;AVENIDA INDEPENDENCIA;0;QUADRA C2 LOTE 09;JARDIM CRISTALINO;APARECIDA DE GOIÂNIA;74968085;GO;COSTA;jaicar@jaicar.com.br;6232310000
166;JAICAR AUTOPEÇAS;-16.6503741;-49.3220523;AVENIDA PERIMETRAL NORTE;3320;;VILA JOÃO VAZ;GOIÂNIA;74445190;GO;JOSÉ ANTONIO;jaicar@jaicar.com.br;6232310000
167;JAICAR AUTOPEÇAS;-16.6484748;-49.3117928;AVENIDA PERIMETRAL NORTE;S/N;QUADRA 58 LOTE 01;VILA JOÃO VAZ;GOIÂNIA;74445190;GO;CARLOS;jaicar@jaicar.com.br;6232310000
168;JAICAR AUTOPEÇAS;-10.1819867;-48.3397434;QUADRA 103 NORTE;S/N;NO 5 LT 41;PLANO DIRETOR;PALMAS;77001020;TO;LINDOMAR;lindomaralcantara@hotmail.com;6330268999
169;AUTOPEÇAS PARANÁ;-20.5075379;-47.4025768;AVENIDA MOACIR VIEIRA COELHO;3123;;JARDIM REDENTOR;FRANCA;14405700;SP;GUILHERME;autopecasparanafrancasp@gmail.com;1637035633
170;AUTOPEÇAS PRUDENCAR;-22.1455930;-51.3963580;RUA DOUTOR JOSÉ FOZ;3137;;VILA FORMOSA;PRESIDENTE PRUDENTE;19013000;SP;ANTONIO;autopecasprudencar@uol.com.br;1832218011
171;AUTOPEÇAS PRUDENCAR;-22.1391466;-51.3913509;AVENIDA BRASIL;2905;;VILA INDUSTRIAL;PRESIDENTE PRUDENTE;19013002;SP;ANDERSON;andersonprudencar@outlook.com;1832032083
172;PADRE CÍCERO;-3.7339534;-38.5579961;AVENIDA BEZERRA DE MENEZES;1476;;SÃO GERARDO;FORTALEZA;60325004;CE;FELIPE OU OSMANIO;filial01@pecicero.com.br;8532148989
173;PADRE CÍCERO;-3.7394422;-38.5221695;AVENIDA ANTONIO SALES;16;;JOAQUIM TÁVORA;FORTALEZA;60135101;CE;JUNIOR OU FABIANO;filial02@pecicero.com.br;8534747300
174;PADRE CÍCERO;-3.7640886;-38.5478121;AVENIDA GOMES DE MATOS;1349;;MONTESE;FORTALEZA;60420432;CE;JORGE OU PEDRO;filial06@pecicero.com.br;8534991800
175;PADRE CÍCERO;-3.7606664;-38.5844068;AVENIDA SENADOR FERNANDES TÁVORA;1306;;HENRIQUE JORGE;FORTALEZA;60510290;CE;EDUARDO OU REGIS;filial08@pecicero.com.br;8534999000
176;PADRE CÍCERO;-3.7960816;-38.4811145;AVENIDA OLIVEIRA PAIVA;2960;;CIDADE DOS FUNCIONÁRIOS;FORTALEZA;60822131;CE;CLAUDENIR OU JOÃO;filial10@pecicero.com.br;8532703600
177;PADRE CÍCERO;-3.7554910;-38.5094840;RUA MONSENHOR SALAZAR;1155;;PIO XXII;FORTALEZA;60130371;CE;LUIZ HIGOR OU LEONARDO;filial11@pecicero.com.br;8531944800
178;PADRE CÍCERO;-5.1233939;-42.7995974;RUA VEREADOR DIONISIO DOS SANTOS;1221;;TABULETA;TERESINA;64019870;PI;LEO OU MARCELO;filial12@pecicero.com.br;8631947200
179;PADRE CÍCERO;-3.8608009;-38.5900691;AVENIDA DOUTOR MENDEL STEINBRUCH;1353;;PAJUÇARA;MARACANAÚ;61930000;CE;JUNIOR OU LUCAS;filial13@pecicero.com.br;8532158000
180;PADRE CÍCERO;-5.8057071;-35.2219634;AVENIDA INTERVENTOR MÁRIO CÂMARA;1240;;ALECRIM;NATAL;59032600;RN;THIAGO;filial21@pecicero.com.br;8436152080
181;PADRE CÍCERO;-3.7715645;-38.6252136;AVENIDA DOM ALMEIDA LUSTOSA;3585;;MARECHAL RONDON;CAUCAIA;61652000;CE;LUIZ;filial22@pecicero.com.br;8534999000
182;PADRE CÍCERO;-3.7831679;-38.5791509;AVENIDA GENERAL OSÓRIO DE PAIVA;1854;;VILA PERY;FORTALEZA;60730085;CE;ROBSON OU RAQUEL;filial24@pecicero.com.br;8534999000
183;PADRE CÍCERO;-5.8908523;-35.2523466;RODOVIA BR-101;S/N;LOTE 132737493;NOVA PARNAMIRIM;PARNAMIRIM;59150010;RN;LUIZ CARLOS;filial26@pecicero.com.br;8436152080
184;AUTOPEÇAS UNIÃO;-18.9115902;-48.3218892;AVENIDA JOSE FONSECA E SILVA;928;;JARDIM PATRICIA;UBERLÂNDIA;38414016;MG;WELINGTON;dispautu@yahoo.com.br;3432100334
185;MM AUTOPEÇAS;-3.0423997;-59.9427290;AVENIDA AUTAZ MIRIM;390;CJ BELA VISTA;CIDADE NOVA;MANAUS;69099045;AM;ALESSANDRO;gilmarmmauto@gmail.com;9236821100
186;T3 AUTOPEÇAS;-3.0354370;-59.9966747;AVENIDA MAX TEIXEIRA;2252;;CIDADE NOVA;MANAUS;69090001;AM;ELISEU;anttoniofaria@gmail.com;9235817320
187;VIRTUAL AUTOPEÇAS  BH;-19.9049991;-43.9854034;AVENIDA DOM PEDRO SEGUNDO;5072;;JARDIM MONTANHÊS;BELO HORIZONTE;30750000;MG;ANDERSON;virtualautopecas@hotmail.com;3134180705
188;ROBERTO AUTOPEÇAS;-21.4802456;-51.5277962;AVENIDA WASHINGTON LUIZ;552;;METROPOLE;DRACENA;17900000;SP;SERGIO;sergiobiloria19@hotmail.com;(18) 3822-5004
189;COLAPEÇAS;-19.4893440;-40.6582839;AVENIDA CASTELO BRANCO;65;;SÃO SILVANO;COLATINA;29706297;ES;IGOR;colapecasmecanicaltda@hotmail.com;2737212622
190;JUNIOR MOTO PEÇAS;-23.9920955;-46.2742357;AVENIDA ADHEMAR DE BARROS;1467;LOJA 1;VILA SANTA ROSA;GUARUJÁ;11430003;SP;RODRIGO;juninhomotos@bol.com.br;1333876421
191;SAN CARLOS PEÇAS E SERVIÇOS;-16.0293887;-49.7980825;AVENIDA GOIÁS;1780;;CENTRO;ITABERAÍ;76630000;GO;CARLOS ALBERTO;sancarloscam@hotmail.com;6233751528
192;AUTOPEÇAS GERAL DIESEL;-22.6489644;-50.4259200;AVENIDA PASCHOAL SANTILLI;1436;;VILA SANTA RITA;ASSIS;19807221;SP;DIEGO;compras@candiesel.com.br;1833242722
193;MONTINI MOTOS;-23.9617545;-46.3764351;AVENIDA PREFEITO JOSÉ MONTEIRO;106;;VILA VALENÇA;SÃO VICENTE;11380000;SP;LEONARDO;lcmontini@yahoo.com.br;1335684008
194;MILTPARTS AUTOPEÇAS;-23.5234387;-46.6563484;RUA NORMA PIERUCCINI GIANNOTTI;607;;BARRA FUNDA;SÃO PAULO;1137010;SP;RODRIGO;comercial@miltarts.com.br;1133467702
195;ADVENTO AUTOPEÇAS;-22.8654149;-42.3127806;RODOVIA AMARAL PEIXOTO;1608;KM 87;COQUEIRAL;ARARUAMA;28970-000;RJ;LUIZ;isfautopecas@yahoo.com;(22) 2665-6199
196;AUTOPEÇAS MARINGA;-7.9788391;-34.8358855;AVENIDA GOVERNADOR CARLOS DE LIMA CAVALCANTE;3046;;CASA CAIADA;OLINDA;53040000;PE;LEONARDO;apmaringa@hotmail.com;8134281815
197;GIL MOTO PEÇAS;-23.5023283;-46.7866251;AVENIDA JOÃO VENTURA DOS SANTOS;160;;HELENA MARIA;OSASCO;6260170;SP;GIL;gilluisotavio@hotmail.com;1135992256
198;GIL MOTO PEÇAS;-23.4936875;-46.8035548;AVENIDA JOÃO VENTURA DOS SANTOS;2567;;BARONESA;OSASCO;6263100;SP;GIL;gilluisotavio@hotmail.com;1135992256
199;AUTOPEÇAS SÓ FREIOS;-22.9005063;-49.6291414;RUA MARECHAL BITENCOURT;744;;CENTRO;SANTA CRUZ DO RIO PARDO;18900000;SP;PAULO;adm@sofreiossantacruz.com.br;1433722205
200;VETTER AUTOPEÇAS;-23.6338691;-46.6999096;RUA FERNANDES MOREIRA;501;;CHÁCARA SANTO ANTÔNIO;SÃO PAULO;4716001;SP;DEMAS;vetter@vetterpecas.com.br;1151803440
201;CAVALCANTE AUTOPEÇAS;-8.6609526;-36.3263800;AVENIDA 19 DE MAIO;509;;CENTRO;LAJEDO;55385000;PE;DARILHO;cavalcanteautopecascap@gmail.com;8737731425
202;GENO MOTOS;-23.6017621;-46.9110910;AVENIDA PROFESSOR JOSÉ BARRETO;1739;;PORTÃO;COTIA;6703000;SP;FÁBIO;adm@genomotos.com.br;1146160002
203;LEANDRO AUTOPEÇAS;-22.1436981;-51.4010596;RUA GUILHERME DE CARVALHO WHITAKER;91;;JARDIM  BONGIOVANI;PRESIDENTE PRUDENTE;19050370;SP;LEANDRO;leandroautopecas@outlook.com;1839084267
204;FERLEX AUTOPEÇAS;-22.7185392;-43.4608920;AVENIDA HENRIQUE DUQUE MAYER;847;LOJA 1;POSSE;NOVA IGUAÇU;26070602;RJ;ALEX;at.freitas33@gmail.com;2131016508
205;BRASIL AUTOPEÇAS;-23.1062025;-45.7095396;AVENIDA BRASIL;142;;VILA ANTÔNIO AUGUSTO LUIZ;CAÇAPAVA;12287020;SP;DINO;dioparts-autopecasbrasil@hotmail.com;1236522467
206;AUTO ESPORTE BOQUEIRÃO;-28.2681589;-52.4311377;AVENIDA BRASIL OESTE;2891;;BOQUEIRÃO;PASSO FUNDO;99025533;RS;CRISTIANO;cristiano@autoesporte.com.br;5436329700
207;CELSÃO AUTOPEÇAS;-23.1645980;-46.3942230;RUA JOSÉ GONÇALVES;332;;VICENTE NUNES;NAZARÉ PAULISTA;12960000;SP;DOUGLAS;douglas.barbosa88@yahoo.com.br;1145972020
208;IRMÃO CRUZ;-8.0425234;-34.9348645;AVENIDA CAXANGÁ;3222;;CORDEIRO;RECIFE;50731000;PE;THIAGO;fabricio@motocruz.com.br;8134540699
209;MOURA DE ITABORAI AUTOPEÇAS;-22.7486827;-42.8730109;AVENIDA  VINTE E DOIS DE MAIO;4121;;CENTRO;ITABORAÍ;24800000;RJ;MARCOS;mouraautopecas@yahoo.com.br;2126458256
210;CARVALHOS AUTOPEÇAS;-23.6156228;-46.6291667;RUA CUMINAPEMA;81;;BOSQUE DA SAÚDE;SÃO PAULO;4145060;SP;DANIEL;vendas@apcarvalhos.com.br;1155816940
211;AUTOPEÇAS VENTURINI;-20.2723221;-50.2817837;AVENIDA LUIZ BRAMBATTI;1075;;JARDIM REDENTOR;FERNANDÓPOLIS;15612250;SP;EMERSON;emersonbrabo@hotmail.com;1734659900
212;UNIÃO AUTOPEÇAS;-3.0642270;-60.0344346;RUA MONSENHOR PINTO;580;;MONTE DAS OLIVEIRAS;MANAUS;69093149;AM;FELIPE MESQUITA;uniaopecas@hotmail.com;9236530084
213;ESTRELA AUTOPEÇAS;-20.7905204;-49.3590453;AVENIDA NOSSA SENHORA DA PAZ;788;;JARDIM ALTO ALEGRE;SÃO JOSÉ DO RIO PRETO;15054400;SP;LUCAS;contato@estrelaautopecas.com;1732251316
214;FLASH MOTOS;-22.1440183;-51.3998180;AVENIDA CORONEL JOSÉ SOARES MARCONDES;3971;;JARDIM BONGIOVANI;PRESIDENTE PRUDENTE;19050230;SP;JEAN;flash.motos@hotmail.com;1839084241
215;MELLO AUTOPEÇAS;-23.6350402;-46.6443181;AVENIDA DOUTOR LUIS ROCHA MIRANDA;170;;JABAQUARA;SÃO PAULO;4344010;SP;YURI;contato@melloautopecas.com.br;1150139999
216;TAVARES AUTOPEÇAS;-22.6091387;-43.1773233;RUA GUARANY;150;;PIABETA;MAGÉ;25931782;RJ;CARLOS;tavarespecas@hotmail.com;2126595182
217;HIGH SPEED;-23.6576368;-47.0003729;ESTRADA DE CAUCAIA DO ALTO;6101;SALA 4;DOS PEREIRAS;VARGEM GRANDE PAULISTA;6730000;SP;CRISTIANE;highspeedautopecas@yahoo.com.br;1141597030
218;SPORT MOTOS;-23.6630066;-47.2162114;AVENIDA 24 DE MARÇO;85;;CENTRO;IBIÚNA;18150000;SP;ENILSON;sportmotocross@hotmail.com;1532415626
219;PERONI PNEUS;-19.3953595;-40.0651872;AVENIDA SAMUEL BATISTA CRUZ;1753;;CENTRO;LINHARES;29901530;ES;VITOR;peronipecas@peroniautopecas.com.br;2733710995
220;RUDGEVEL AUTOPEÇAS;-23.6538738;-46.5651338;RUA AFONSINA;582;;RUDGE RAMOS;SÃO BERNARDO DO CAMPO;9633000;SP;MÁRCIA;rudgevel@rudgevel.com.br;1131032600
221;IDO AUTOPEÇAS;-24.9485829;-53.4405406;RUA TREZE DE MAIO;874;;REGIÃO DO LAGO;CASCAVEL;85812191;PR;IDO;financeiro@idoautopecas.com.br;4530365300
222;ROBERTO AUTOPEÇAS;-22.6654310;-50.4241544;AVENIDA ARMANDO SALLES DE OLIVEIRA;322;;VILA XAVIER;ASSIS;19802080;SP;MARCOS;marcos.apra@hotmail.com;1834226565
223;ZATT AUTOPEÇAS;-27.0765726;-52.6223678;AVENIDA GETÚLIO DONELES VARGAS;3217;;LIDER;CHAPECÓ;89805184;SC;ELISANGELA;elisangela@zattcia.com.br;4933301000
224;ZATT AUTOPEÇAS;-26.8380630;-52.9873120;AVENIDA BRASILIA;120;;EFACIP;PINHALZINHO;98870000;SC;ELISANGELA;nfe@attcia.com.br;4933665700
225;ZATT AUTOPEÇAS;-27.2289519;-52.0121512;RUA TANCREDO DE ALMEIDA NEVES;545;;SÃO CRISTOVÃO;CONCÓRDIA;89700000;SC;ELISANGELA;concordia@zattcia.com.br;4939700022
226;CASA DE PEÇAS MOXOTÓ;-8.0729124;-37.2678716;AVENIDA JOAQUIM NABUCO;S/N;ENTRE 236 E 340;CENTRO;SERTÂNIA;56600000;PE;NÊNCA;casadepecasmoxoto@hotmail.com;8738411451
227;JM AUTOPEÇAS;-22.4729921;-48.9900999;RUA SETE DE SETEMBRO;702;;CENTRO;AGUDOS;17120000;SP;CESAR;cesar.muniz@jmempilhadeiras.com.br;1432629800
228;GUAÇUI DIESEL;-20.7733540;-41.6693580;AVENIDA JOSÉ ALEXANDRE;892;;CENTRO;GUAÇUÍ;29560000;ES;ANDERSON;eap.fabiano@hotmail.com;2835533254
229;BRASIL AUTOPEÇAS;-23.6611391;-46.6626091;RUA JUAN DE LA CRUZ;181;;PARQUE JABAQUARA;SÃO PAULO;4384090;SP;RAI;brasilpecas.souza@terra.com.br;1155639501
230;NOVAUTO;-22.3534263;-42.7076107;AVENIDA ALMIRANTE CARLOS LACERDA;418;;LIBERDADE;RIO DE JANEIRO;28890000;RJ;HELIO;heliofernandesjunior@hotmail.com;2233240778
231;BRITO MOTO PEÇAS;-20.8401530;-49.3762470;RUA DOM DINIZ;277;;SÃO FRANCISCO;SÃO JOSÉ DO RIO PRETO;15085280;SP;BRITO;britomoto@hotmail.com;1732165983
232;IRMÃO CRUZ LTDA;-8.0686744;-34.8820443;RUA DA CONCORDIA;539;;SÃO JOSE;RECIFE;50020050;PE;FABRICIO;fabricio@motocruz.com.br;8132178444
233;IRMÃO CRUZ LTDA;-8.0684146;-34.8832185;RUA PASSO DA PÁTRIA;383;;SÃO JOSE;RECIFE;50020130;PE;FABRICIO;fabricio@motocruz.com.br;8132178444
234;IRMÃO CRUZ LTDA;-8.1176296;-35.2981701;RUA HENRIQUE DE HOLANDA;1659;;LIVRAMENTO;VITÓRIA DE SANTO ANTÃO;55600000;PE;ANDERSON;fabricio@motocruz.com.br;8135232777
235;IRMÃO CRUZ LTDA;-8.0683934;-34.8820614;RUA DA CONCORDIA;509;;SÃO JOSE;RECIFE;50020050;PE;MILENA;fabricio@motocruz.com.br;8132178451
236;IRMÃO CRUZ LTDA;-8.1556008;-34.9226589;ESTRADA DA BATALHA;660;;PRAZERES;JABOATÃO DOS GUARARAPES;54315010;PE;LEANDRO;fabricio@motocruz.com.br;8133752460
237;ROCHA AUTOPEÇAS;-22.9279223;-47.1083899;RUA ERNESTO ALVES FILHO;301;;JARDIM CAMPOS ELÍSEOS;CAMPINAS;13060057;SP;DANILO;rochalj04@rochaautopecas.com.br;1933684666
238;MASTECAR AUTOPEÇAS;-23.5552543;-46.5845685;RUA FERNANDO FALCÃO;162;;MOOCA;SÃO PAULO;3180000;SP;JOSÉ;joseantoniomtg@gmail.com;1122684858
239;LUCAUTO;-22.5192674;-42.9800189;RUA ALCINDO GUANABARA;135;;CENTRO;GUAPIMIRIM;25940050;RJ;JOSINEI;lucautocenter@gmail.com;2126323218
240;AUTO BITTS;-19.4699091;-44.2513626;RUA INHAUMA;1997;;SÂO DIMAS;SETE LAGOAS;35700219;MG;CLÁUDIO;absetelagoas@autobitts.com.br;3137732009
241;GIRO AUTOPEÇAS;-23.9483996;-46.2967959;VIA SANTOS DUMONT;640;;PAE-CARÁ;GUARUJÁ;11460000;SP;ARAÚJO;giromp12@gmail.com;1333523211
242;GIRO AUTOPEÇAS;-23.9859075;-46.2431988;AVENIDA DOM PEDRO I;847;LOJA 01;ENSEADA;GUARUJÁ;11440001;SP;FARID;giromp12@gmail.com;1333526448
243;PSHOPY AUTOPEÇAS;-23.2334182;-45.9028734;RUA BACABAL;812;;PARQUE INDUSTRIAL;SÃO JOSÉ DOS CAMPOS;12235680;SP;JOSÉ CARLOS;pshopy@pshopy.com;1239314566
244;ZACA PEÇAS;-22.1391466;-51.3913509;AVENIDA BRASIL;2464;;VILA INDUSTRIAL;PRESIDENTE PRUDENTE;19013002;SP;MARCOS;zacapecasprudente@hotmail.com;1832221958
245;RONDOBRAS AUTOPEÇAS;-3.1031109;-59.9465641;AVENIDA AUTAZ MIRIM;8031;;CIDADE NOVA;MANAUS;69099045;AM;EDMAR;edmarmanaus@rondobras.com.br;9233030160
246;RONDOBRAS AUTOPEÇAS;-3.1048527;-60.0500659;AVENIDA COMPENSA;696;;COMPENSA;MANAUS;69036115;AM;ANDRÉ;gerencialoja35@rondobras.com.br;9238783230
247;RONDOBRAS AUTOPEÇAS;-3.0741815;-60.0307114;AVENIDA DESEMBARGOR JOÃO MACHADO;240;;ALVORADA;MANAUS;69020282;AM;RAFAEL;gerencialoja05@rondobras.com.br;9233037600
248;RONDOBRAS AUTOPEÇAS;-2.9990685;-60.0155586;RUA ARQ. JOSÉ HENRIQUE BENTO RODRIGUES;19;;COLÔNIA TERRA NOVA;MANAUS;69015675;AM;JEFERSON;jeferson.batista@rondobras.com.br;9231990028
249;RONDOBRAS AUTOPEÇAS;-3.1273051;-60.0078768;AVENIDA CASTELO BRANCO;1035;A;CACHOEIRINHA;MANAUS;69065011;AM;MARCOS;marcospadovan@rondobras.com.br;9232115250
250;RONDOBRAS AUTOPEÇAS;-3.1225879;-60.0135727;RUA VISCONDE DE PORTO ALEGRE;1543;;PRAÇA 14 DE JANEIRO;MANAUS;69020130;AM;SIDIMAR;gerencialj43@rondobras.cm.br;9231990043
251;RONDOBRAS AUTOPEÇAS;-3.1244214;-59.9885045;AVENIDA TEFÉ;3183;;JAPIIM;MANAUS;69078000;AM;EMERSON;emerson@rondobras.com.br;9231990058
252;RONDOBRAS AUTOPEÇAS;-3.0347933;-59.9946524;AVENIDA MAX TEIXEIRA;3723;;CIDADE NOVA;MANAUS;69090002;AM;REINALDO;reinaldo@rondobras.com.br;9231990051
253;RONDOBRAS AUTOPEÇAS;-3.1031109;-59.9465641;AVENIDA AUTAZ MIRIM;9496;;JORGE TEIXEIRA;MANAUS;69088245;AM;CLEDINALDO;gerencialoja52@rondobras.com.br;9231990052
254;RONDOBRAS AUTOPEÇAS;-3.1314597;-59.9901947;AVENIDA SILVES;2026;;CRESPO;MANAUS;69073175;AM;GILSON;gilson@rondobras.com.br;9231990059
255;RONDOBRAS AUTOPEÇAS;-3.0456034;-60.0153590;AVENIDA MAX TEIXEIRA;1110;;FLORES;MANAUS;69058415;AM;AMAURI;amauri@rondobras.com.br;9233030850
256;RONDOBRAS AUTOPEÇAS;-7.5192237;-63.0326831;RODOVIA BR 230;2081;;SÃO CRISTOVÃO;HUMAITÁ;69800000;AM;EDNALDO;gerencialoja56@rondobras.com.br;9733731114
